SRR4096528.Contig_131958_58.8291_length_687	687
SRR4096528.Contig_132972_72.2874_length_2487	2487
SRR4096528.Contig_134268_84.2085_length_1224	1224
SRR4096528.Contig_136231_194.222_length_1312	1312
SRR4096528.Contig_136288_136.472_length_1671	1671
SRR4096528.Contig_137829_254.447_length_1051	1051
SRR4096528.Contig_138025_165.248_length_2330	2330
SRR4096528.Contig_138139_551.129_length_501	501
SRR4096528.Contig_138535_47.2924_length_1135	1135
SRR4096528.Contig_138697_138.565_length_2737	2737
SRR4096528.Contig_141277_508.983_length_3290	3290
SRR4096528.Contig_141626_101.509_length_1149	1149
SRR4096528.Contig_142373_184.472_length_2872	2872
SRR4096528.Contig_143691_97.1203_length_3163	3163
SRR4096528.Contig_144788_91.6931_length_5599	5599
SRR4096528.Contig_145316_49.1917_length_1809	1809
SRR4096528.Contig_145677_373.047_length_4005	4005
SRR4096528.Contig_146090_164.192_length_16603	16603
SRR4096528.Contig_146312_85.0341_length_723	723
SRR4096528.Contig_148712_66.4099_length_2289	2289
SRR4096528.Contig_148928_80.982_length_7471	7471
SRR4096528.Contig_148973_207.679_length_863	863
SRR4096528.Contig_150157_100.284_length_1695	1695
SRR4096528.Contig_151218_75.1434_length_1519	1519
SRR4096528.Contig_151283_47.2724_length_846	846
SRR4096528.Contig_151530_67.9812_length_2518	2518
SRR4096528.Contig_153425_112.864_length_3425	3425
SRR4096528.Contig_155821_127.474_length_549	549
SRR4096528.Contig_159456_6056.85_length_716	716
SRR4096528.Contig_163554_712.281_length_1591	1591
SRR4096528.Contig_164940_228.74_length_4519	4519
SRR4096528.Contig_166987_104.576_length_1498	1498
SRR4096528.Contig_167584_239.084_length_1515	1515
SRR4096528.Contig_171528_574.366_length_944	944
SRR4096528.Contig_172407_94.3863_length_5195	5195
SRR4096528.Contig_173879_141.869_length_3225	3225
SRR4096528.Contig_176454_280.301_length_3687	3687
SRR4096528.Contig_176806_268.26_length_3741	3741
SRR4096528.Contig_178126_717.3_length_930	930
SRR4096528.Contig_179061_108.883_length_2024	2024
SRR4096528.Contig_183186_583.797_length_951	951
SRR4096528.Contig_183520_699.143_length_2516	2516
SRR4096528.Contig_183806_88.6021_length_603	603
SRR4096528.Contig_187810_617.638_length_1952	1952
SRR4096528.Contig_187879_151.393_length_1106	1106
SRR4096528.Contig_190400_225.055_length_1215	1215
SRR4096528.Contig_192645_126.633_length_1115	1115
SRR4096528.Contig_195574_75.271_length_1481	1481
SRR4096528.Contig_198912_66.9734_length_2464	2464
SRR4096528.Contig_198969_208.273_length_3826	3826
SRR4096528.Contig_200022_37.1089_length_1186	1186
SRR4096528.Contig_200211_7020.41_length_937	937
SRR4096528.Contig_200266_59.4092_length_1716	1716
SRR4096528.Contig_200895_72.3196_length_918	918
SRR4096528.Contig_201094_59.5864_length_593	593
SRR4096528.Contig_203428_377.377_length_3565	3565
SRR4096528.Contig_207580_63.4469_length_933	933
SRR4096528.Contig_210880_115.649_length_1328	1328
SRR4096528.Contig_211201_292.705_length_2427	2427
SRR4096528.Contig_211338_175.301_length_762	762
SRR4096528.Contig_212994_62.9605_length_552	552
SRR4096528.Contig_214192_48.8872_length_756	756
SRR4096528.Contig_215483_807.621_length_2223	2223
SRR4096528.Contig_220920_221.994_length_4727	4727
SRR4096528.Contig_222771_128.187_length_1106	1106
SRR4096528.Contig_224210_292.23_length_1293	1293
SRR4096528.Contig_224625_155.036_length_695	695
SRR4096528.Contig_224960_227.069_length_2448	2448
SRR4096528.Contig_225373_53.7267_length_536	536
SRR4096528.Contig_227824_57.9026_length_1252	1252
SRR4096528.Contig_234844_81.3625_length_1391	1391
SRR4096528.Contig_238548_223.089_length_2106	2106
SRR4096528.Contig_240976_1660.73_length_561	561
SRR4096528.Contig_241899_100.717_length_1146	1146
SRR4096528.Contig_242801_81.3761_length_1041	1041
SRR4096528.Contig_244365_201.866_length_1527	1527
SRR4096528.Contig_244696_157.307_length_776	776
SRR4096528.Contig_245193_60.0316_length_1351	1351
SRR4096528.Contig_245531_127.617_length_4203	4203
SRR4096528.Contig_248294_106.791_length_700	700
SRR4096528.Contig_248906_71.9785_length_1091	1091
SRR4096528.Contig_249420_235.713_length_5558	5558
SRR4096528.Contig_249485_319.968_length_1098	1098
SRR4096528.Contig_250006_116.181_length_513	513
SRR4096528.Contig_250011_484.823_length_675	675
SRR4096528.Contig_250232_119.803_length_3002	3002
SRR4096528.Contig_250245_39.4059_length_971	971
SRR4096528.Contig_251052_161.305_length_1584	1584
SRR4096528.Contig_251243_57.4077_length_1001	1001
SRR4096528.Contig_251355_348.664_length_1236	1236
SRR4096528.Contig_251465_86.2234_length_3709	3709
SRR4096528.Contig_251932_127.714_length_1057	1057
SRR4096528.Contig_252562_87.0905_length_4802	4802
SRR4096528.Contig_252730_323.172_length_2345	2345
SRR4096528.Contig_252823_34.0057_length_718	718
SRR4096528.Contig_254245_184.071_length_4324	4324
SRR4096528.Contig_254555_76.4954_length_894	894
SRR4096528.Contig_254647_91.6227_length_2294	2294
SRR4096528.Contig_256261_100.72_length_1724	1724
SRR4096528.Contig_256283_139.253_length_2462	2462
SRR4096528.Contig_256345_5.95741_length_607	607
SRR4096528.Contig_256662_270.883_length_659	659
SRR4096528.Contig_257547_295.406_length_1983	1983
SRR4096528.Contig_257580_116_length_978	978
SRR4096528.Contig_259882_84.1412_length_4976	4976
SRR4096528.Contig_260844_143.936_length_15737	15737
SRR4096528.Contig_261057_77.9106_length_568	568
SRR4096528.Contig_262539_42.3361_length_981	981
SRR4096528.Contig_262576_74.8118_length_764	764
SRR4096528.Contig_262725_136.391_length_1461	1461
SRR4096528.Contig_263849_290.642_length_1872	1872
SRR4096528.Contig_265735_60.9448_length_889	889
SRR4096528.Contig_265752_203.852_length_5347	5347
SRR4096528.Contig_265907_60.3115_length_675	675
SRR4096528.Contig_266074_274.123_length_1329	1329
SRR4096528.Contig_266740_42.0076_length_809	809
SRR4096528.Contig_266980_44.5227_length_858	858
SRR4096528.Contig_268887_67.7577_length_668	668
SRR4096528.Contig_270163_63.5977_length_547	547
SRR4096528.Contig_272103_74.2035_length_885	885
SRR4096528.Contig_273037_101.88_length_3515	3515
SRR4096528.Contig_274482_168.487_length_3867	3867
SRR4096528.Contig_275101_290.6_length_1121	1121
SRR4096528.Contig_275146_59.8976_length_1250	1250
SRR4096528.Contig_275271_111.396_length_2313	2313
SRR4096528.Contig_278364_722.609_length_2238	2238
SRR4096528.Contig_279079_174.669_length_7742	7742
SRR4096528.Contig_280353_148.507_length_891	891
SRR4096528.Contig_280451_61.2762_length_708	708
SRR4096528.Contig_280455_96.1451_length_840	840
SRR4096528.Contig_281722_77.3766_length_1470	1470
SRR4096528.Contig_282287_145.515_length_595	595
SRR4096528.Contig_282974_160.392_length_1071	1071
SRR4096528.Contig_283158_207.974_length_7878	7878
SRR4096528.Contig_283181_90.2506_length_886	886
SRR4096528.Contig_283326_53.1127_length_845	845
SRR4096528.Contig_283604_338.588_length_2423	2423
SRR4096528.Contig_286713_95.6259_length_2105	2105
SRR4096528.Contig_291010_81.3944_length_920	920
SRR4096528.Contig_293308_93.7618_length_2237	2237
SRR4096528.Contig_294722_93.2649_length_3459	3459
SRR4096528.Contig_294862_93.3338_length_787	787
SRR4096528.Contig_296528_102.024_length_1875	1875
SRR4096528.Contig_297713_557.597_length_712	712
SRR4096528.Contig_297766_127.489_length_1002	1002
SRR4096528.Contig_297887_67.6587_length_603	603
SRR4096528.Contig_299559_53.9992_length_1319	1319
SRR4096528.Contig_300040_56.1601_length_557	557
SRR4096528.Contig_301390_78.1232_length_6238	6238
SRR4096528.Contig_302032_4776.21_length_1165	1165
SRR4096528.Contig_303281_204.869_length_1745	1745
SRR4096528.Contig_305531_277.905_length_5770	5770
SRR4096528.Contig_311695_239.044_length_1258	1258
SRR4096528.Contig_317457_49.7999_length_4917	4917
SRR4096528.Contig_318779_237.756_length_1702	1702
SRR4096528.Contig_319376_69.6534_length_1001	1001
SRR4096528.Contig_323573_200.618_length_653	653
SRR4096528.Contig_324157_1055.73_length_1010	1010
SRR4096528.Contig_324675_72.8417_length_753	753
SRR4096528.Contig_325363_87.8126_length_3009	3009
SRR4096528.Contig_333658_47.8484_length_838	838
SRR4096528.Contig_333971_392.826_length_2366	2366
SRR4096528.Contig_335891_197.616_length_922	922
SRR4096528.Contig_341229_132.67_length_772	772
SRR4096528.Contig_341614_75.9404_length_4671	4671
SRR4096528.Contig_343273_751.819_length_1741	1741
SRR4096528.Contig_343379_50.5493_length_1136	1136
SRR4096528.Contig_344912_117.654_length_1579	1579
SRR4096528.Contig_347598_161.545_length_4418	4418
SRR4096528.Contig_349583_210.602_length_1705	1705
SRR4096528.Contig_355836_2130.64_length_3186	3186
SRR4096528.Contig_356726_87.6523_length_506	506
SRR4096528.Contig_356777_627.936_length_4352	4352
SRR4096528.Contig_357141_135.234_length_10228	10228
SRR4096528.Contig_358500_469.25_length_1360	1360
SRR4096528.Contig_359217_201.403_length_4405	4405
SRR4096528.Contig_359479_80.6767_length_1774	1774
SRR4096528.Contig_360724_1020.71_length_759	759
SRR4096528.Contig_365584_85.2721_length_2633	2633
SRR4096528.Contig_366097_65.3833_length_594	594
SRR4096528.Contig_368333_121.037_length_1237	1237
SRR4096528.Contig_368979_71.3989_length_1068	1068
SRR4096528.Contig_372492_78.8136_length_2853	2853
SRR4096528.Contig_375172_329.607_length_996	996
SRR4096528.Contig_375431_40.4608_length_569	569
SRR4096528.Contig_380225_226.748_length_1236	1236
SRR4096528.Contig_382445_122.741_length_982	982
SRR4096528.Contig_385077_162.523_length_3657	3657
SRR4096528.Contig_388292_253.387_length_1571	1571
SRR4096528.Contig_389809_239.009_length_2445	2445
SRR4096528.Contig_390786_62.6476_length_2310	2310
SRR4096528.Contig_392381_797.341_length_1272	1272
SRR4096528.Contig_393406_103.71_length_2073	2073
SRR4096528.Contig_393647_90.42_length_1789	1789
SRR4096528.Contig_393667_144.612_length_6975	6975
SRR4096528.Contig_395265_50.9_length_520	520
SRR4096528.Contig_395848_120.556_length_1195	1195
SRR4096528.Contig_397691_278.73_length_535	535
SRR4096528.Contig_398370_65.7854_length_542	542
SRR4096528.Contig_400512_62.9815_length_1368	1368
SRR4096528.Contig_400652_112.526_length_1829	1829
SRR4096528.Contig_402556_53.7018_length_1472	1472
SRR4096528.Contig_403169_70.1077_length_2397	2397
SRR4096528.Contig_404941_46.375_length_604	604
SRR4096528.Contig_406750_85.6328_length_5282	5282
SRR4096528.Contig_408806_43.4973_length_947	947
SRR4096528.Contig_409343_40.3555_length_653	653
SRR4096528.Contig_410600_70.0785_length_1307	1307
SRR4096528.Contig_411437_281.668_length_1270	1270
SRR4096528.Contig_412690_42.6957_length_1545	1545
SRR4096528.Contig_414686_37.0762_length_2224	2224
SRR4096528.Contig_416310_137.819_length_5932	5932
SRR4096528.Contig_418721_10.2345_length_583	583
SRR4096528.Contig_423213_375.121_length_989	989
SRR4096528.Contig_425363_38.4492_length_739	739
SRR4096528.Contig_426252_289.116_length_1979	1979
SRR4096528.Contig_426318_227.612_length_911	911
SRR4096528.Contig_432017_122.173_length_616	616
SRR4096528.Contig_434455_44.0521_length_749	749
SRR4096528.Contig_434994_225.67_length_586	586
SRR4096528.Contig_436371_101.57_length_1890	1890
SRR4096528.Contig_438409_98.1799_length_1793	1793
SRR4096528.Contig_439148_31.8102_length_510	510
SRR4096528.Contig_449850_100.436_length_657	657
SRR4096528.Contig_452735_152.804_length_4314	4314
SRR4096528.Contig_452802_145.888_length_5778	5778
SRR4096528.Contig_454667_6969.97_length_2761	2761
SRR4096528.Contig_455687_30.9587_length_625	625
SRR4096528.Contig_455731_138.777_length_2853	2853
SRR4096528.Contig_457216_53.3319_length_1460	1460
SRR4096528.Contig_462969_51.4247_length_943	943
SRR4096528.Contig_463017_152.654_length_638	638
SRR4096528.Contig_464671_120.432_length_1123	1123
SRR4096528.Contig_465405_65.2988_length_3671	3671
SRR4096528.Contig_466109_110.878_length_1212	1212
SRR4096528.Contig_468096_79.6025_length_815	815
SRR4096528.Contig_468622_86.1364_length_1677	1677
SRR4096528.Contig_472898_104.65_length_3574	3574
SRR4096528.Contig_473608_65.5009_length_575	575
SRR4096528.Contig_473768_466.925_length_2302	2302
SRR4250149.Contig_26158_23125.2_length_3803	3803
SRR4250149.Contig_28805_9721.45_length_4947	4947
SRR4250152.Contig_15993_1457.76_length_1016	1016
SRR4250152.Contig_17109_1552.11_length_831	831
SRR4250164.Contig_6137_1485.34_length_5412	5412
SRR4250166.Contig_22379_74554.9_length_562	562
SRR4250176.Contig_15760_1685.94_length_1692	1692
SRR4250176.Contig_20214_11769.5_length_7583	7583
SRR4250177.Contig_22148_83423.4_length_909	909
SRR4292732.Contig_4583_46.6047_length_1047	1047
SRR4292907.Contig_10066_20.6163_length_2053	2053
SRR4292907.Contig_16383_11.0537_length_1138	1138
SRR4292916.Contig_30417_70.3944_length_730	730
SRR4292922.Contig_9195_45.6564_length_925	925
SRR4292922.Contig_12344_37.3043_length_664	664
SRR4292925.Contig_39009_5.05228_length_613	613
SRR4298768.Contig_7375_11.0954_length_974	974
SRR4298768.Contig_53077_17.9705_length_2458	2458
SRR4298774.Contig_10083_15.3927_length_728	728
SRR4298774.Contig_36747_11.623_length_1227	1227
SRR4298774.Contig_37596_12.9325_length_509	509
SRR4298774.Contig_49703_11.5779_length_527	527
SRR4298846.Contig_12258_72.621_length_3007	3007
SRR4298846.Contig_23341_50.3644_length_1488	1488
SRR4298847.Contig_17182_6.52007_length_618	618
SRR4298847.Contig_30049_7.33175_length_653	653
SRR4298848.Contig_20117_11.2657_length_592	592
SRR4298849.Contig_47112_19.6156_length_699	699
SRR4298849.Contig_53522_28.001_length_1943	1943
SRR4298850.Contig_22185_14.041_length_630	630
SRR4298855.Contig_12984_12.9149_length_584	584
SRR4298855.Contig_55149_14.4178_length_1729	1729
SRR4301485.Contig_25182_5.50364_length_570	570
SRR4301485.Contig_30762_10.5524_length_5123	5123
SRR4301485.Contig_33183_4.80631_length_717	717
SRR4301485.Contig_38773_8.04649_length_1203	1203
SRR4301485.Contig_44405_85.7591_length_896	896
SRR4301486.Contig_3252_6.14554_length_659	659
SRR4301486.Contig_3703_154.073_length_1564	1564
SRR4301486.Contig_4285_37.7064_length_3334	3334
SRR4301486.Contig_8367_4.30233_length_536	536
SRR4301486.Contig_8416_72.6801_length_2424	2424
SRR4301486.Contig_13234_257.947_length_2124	2124
SRR4301486.Contig_17961_142.154_length_1412	1412
SRR4301486.Contig_22890_33.3982_length_4116	4116
SRR4301486.Contig_27971_30.4466_length_544	544
SRR4301486.Contig_39934_38.5873_length_747	747
SRR4301486.Contig_42672_105.903_length_1986	1986
SRR4301486.Contig_44244_46.264_length_520	520
SRR4301487.Contig_6106_13.2509_length_1435	1435
SRR4301487.Contig_8523_69.574_length_2222	2222
SRR4301487.Contig_20257_25.2173_length_2146	2146
SRR4301487.Contig_44582_17.4707_length_549	549
SRR4301488.Contig_15917_14.3841_length_611	611
SRR4301488.Contig_25524_176.293_length_545	545
SRR4301488.Contig_27763_11.0607_length_1321	1321
SRR4301488.Contig_31652_20.4075_length_658	658
SRR4301488.Contig_33986_5.93841_length_572	572
SRR4301488.Contig_40584_13.5654_length_1198	1198
SRR4301488.Contig_44896_341.546_length_2709	2709
SRR4301488.Contig_46607_10.8797_length_1724	1724
SRR4343847.Contig_4450_212.194_length_767	767
SRR4343847.Contig_5951_1080.57_length_698	698
SRR446000.Contig_2709_108.812_length_711	711
SRR446000.Contig_7831_4.37174_length_671	671
SRR446000.Contig_24523_15.2211_length_1273	1273
SRR446000.Contig_35512_18.0276_length_1290	1290
SRR446000.Contig_49995_6.90991_length_575	575
SRR446000.Contig_51452_5.69263_length_970	970
SRR446000.Contig_55934_77.5795_length_4293	4293
SRR446000.Contig_56261_6.89146_length_582	582
SRR446000.Contig_61863_7.75382_length_609	609
SRR446000.Contig_61869_6.55266_length_827	827
SRR446000.Contig_63413_7.63197_length_558	558
SRR446000.Contig_67542_7.02755_length_746	746
SRR446000.Contig_69591_8.7708_length_657	657
SRR446000.Contig_71498_6.59057_length_826	826
SRR446000.Contig_73403_17.8798_length_1343	1343
SRR446000.Contig_79843_5.37248_length_565	565
SRR446000.Contig_91502_45.6263_length_946	946
SRR446000.Contig_109009_23.9834_length_983	983
SRR446002.Contig_869_17.3538_length_4144	4144
SRR446002.Contig_1241_43.3035_length_926	926
SRR446002.Contig_3540_10.3611_length_751	751
SRR446002.Contig_4120_21.7434_length_897	897
SRR446002.Contig_4681_304.937_length_2909	2909
SRR446002.Contig_8152_49.4339_length_1230	1230
SRR446002.Contig_9100_11.3739_length_940	940
SRR446002.Contig_11368_10.367_length_595	595
SRR446002.Contig_12289_7.41056_length_853	853
SRR446002.Contig_12776_9.39628_length_772	772
SRR446002.Contig_15391_18.7813_length_1026	1026
SRR446002.Contig_16240_11.5532_length_631	631
SRR446002.Contig_19863_12.3465_length_525	525
SRR446002.Contig_20647_38.5233_length_1006	1006
SRR446002.Contig_21674_54.8897_length_1026	1026
SRR446002.Contig_22138_22.6369_length_1821	1821
SRR446002.Contig_24187_6.90424_length_751	751
SRR446002.Contig_26151_40.2136_length_2572	2572
SRR446002.Contig_27273_15.8822_length_894	894
SRR446002.Contig_30925_14.1261_length_567	567
SRR446002.Contig_31160_17.4532_length_757	757
SRR446002.Contig_31404_63.0374_length_1303	1303
SRR446002.Contig_31522_310.414_length_1338	1338
SRR446002.Contig_31527_14.5391_length_1376	1376
SRR446002.Contig_32290_18.65_length_840	840
SRR446002.Contig_33044_14.2084_length_922	922
SRR446002.Contig_34067_8.37879_length_548	548
SRR446002.Contig_34419_16.9575_length_937	937
SRR446002.Contig_34504_10.5827_length_2443	2443
SRR446002.Contig_37826_127.903_length_753	753
SRR446002.Contig_38125_6.66325_length_801	801
SRR446002.Contig_41366_428.736_length_505	505
SRR446002.Contig_43084_80.2273_length_1916	1916
SRR446002.Contig_43983_23.557_length_1011	1011
SRR446002.Contig_45208_15.0744_length_786	786
SRR446002.Contig_45634_31.5259_length_522	522
SRR446002.Contig_45924_15.2942_length_1767	1767
SRR446002.Contig_47546_25.1627_length_770	770
SRR446002.Contig_48272_44.2153_length_1223	1223
SRR446002.Contig_49350_46.0727_length_584	584
SRR446005.Contig_21389_16.8656_length_1151	1151
SRR446005.Contig_43738_11.385_length_1633	1633
SRR446005.Contig_46762_7.14642_length_662	662
SRR446005.Contig_61978_8.53077_length_670	670
SRR446007.Contig_11958_4.7562_length_504	504
SRR446007.Contig_40495_5.82699_length_598	598
SRR446009.Contig_13468_15889.6_length_545	545
SRR499808.Contig_15900_451.752_length_1347	1347
SRR5007208.Contig_2790_27058.8_length_4273	4273
SRR5007208.Contig_4174_580.331_length_781	781
SRR5007208.Contig_4720_1508.63_length_1639	1639
SRR5007208.Contig_7923_845.112_length_8099	8099
SRR5007208.Contig_10249_103475_length_2175	2175
SRR5007208.Contig_16010_1889.38_length_2964	2964
SRR5007208.Contig_16627_247736_length_2205	2205
SRR5007208.Contig_23784_50797.9_length_1360	1360
SRR5007267.Contig_1497_11.2587_length_1783	1783
SRR5007267.Contig_16041_11.6901_length_901	901
SRR5007267.Contig_77892_7.25405_length_1193	1193
SRR5007267.Contig_89287_7.06432_length_502	502
SRR5007267.Contig_102006_30.6131_length_811	811
SRR5007267.Contig_119075_38.4095_length_838	838
SRR5007267.Contig_140331_76.0574_length_3507	3507
SRR5007267.Contig_178761_8.05324_length_715	715
SRR5007267.Contig_188734_448.525_length_1244	1244
SRR5007267.Contig_190558_25.086_length_671	671
SRR5026688.Contig_650_10.0058_length_541	541
SRR5026688.Contig_25107_6.86719_length_660	660
SRR5109820.Contig_3664_319.486_length_748	748
SRR5109820.Contig_7906_234.952_length_3223	3223
SRR5109820.Contig_8438_146.578_length_20367	20367
SRR5109820.Contig_8865_8.91069_length_1957	1957
SRR5109820.Contig_13922_1091.96_length_6449	6449
